Dato	Åben	Højeste	Laveste	Slutkurs
26.02.2020	54.18	54.81	52.38	52.8
25.02.2020	55.54	56.39	53.97	54.18
24.02.2020	56.44	56.68	54.59	55.54
23.02.2020	57.61	57.62	56.16	56.45
22.02.2020	57.62	57.62	57.6	57.62
21.02.2020	58.56	58.74	57.25	57.61
20.02.2020	58.73	59.55	58.45	58.55
19.02.2020	57.37	59.06	57.25	58.74
18.02.2020	57.32	57.59	56.16	57.37
17.02.2020	57.18	57.54	56.75	57.32
16.02.2020	57.16	57.33	57.09	57.18
15.02.2020	57.01	57.01	56.99	57.01
14.02.2020	56.46	57.43	56.16	57.01
13.02.2020	56.33	56.84	54.97	56.45
12.02.2020	54.26	56.38	54.25	56.35
11.02.2020	53.37	54.69	53.35	54.25
10.02.2020	53.84	54.7	53.11	53.36
09.02.2020	54.5	54.51	53.63	53.83
08.02.2020	54.5	54.51	54.49	54.51
07.02.2020	55.07	55.43	54.23	54.51
06.02.2020	55.57	56.59	54.25	55.07
05.02.2020	53.78	56.49	53.77	55.57
04.02.2020	54.22	55.65	53.71	53.77
03.02.2020	55.82	56.77	54.07	54.22
02.02.2020	58.1	58.56	55.82	55.83
01.02.2020	56.67	58.16	56.65	58.1
31.01.2020	58.14	58.55	55.96	56.66
30.01.2020	58.62	58.82	56.76	58.1
29.01.2020	59.31	59.85	58.39	58.62
28.01.2020	58.07	59.4	57.9	59.31
27.01.2020	58.33	59	57.75	58.07
26.01.2020	59.62	59.62	57.97	58.3
25.01.2020	59.62	59.62	59.6	59.62
24.01.2020	61.32	61.71	59.49	59.61
23.01.2020	61.93	61.93	60.54	60.92
22.01.2020	63.42	63.81	61.86	61.88
21.01.2020	65.23	65.25	63.25	63.43
20.01.2020	65.75	65.84	64.95	65.23
19.01.2020	64.67	66.05	64.49	65.74
18.01.2020	65.27	65.28	64.63	64.66
17.01.2020	64.67	65.44	64.48	65.26
16.01.2020	64.25	65	63.92	64.66
15.01.2020	64.41	64.64	63.57	64.25
14.01.2020	64.23	65.09	63.96	64.42
13.01.2020	64.86	65.3	63.93	64.22
12.01.2020	65.35	65.69	64.72	64.86
11.01.2020	65.09	65.36	65.07	65.33
10.01.2020	65.35	65.69	64.87	65.09
09.01.2020	65.78	66.12	64.56	65.33
08.01.2020	68.52	71.27	64.96	65.79
07.01.2020	68.56	68.82	67.69	68.53
06.01.2020	69.47	70.76	68.22	68.56
05.01.2020	66.25	69.83	66.24	69.46
04.01.2020	68.72	68.76	66.23	66.26
03.01.2020	66.25	69.49	66.24	68.71
02.01.2020	66.36	66.61	65.73	66.26
01.01.2020	66.05	66.11	66.02	66.03
31.12.2019	66.66	66.98	65.64	66.02
30.12.2019	66.93	67.58	66.07	66.66
29.12.2019	66.8	67.13	66.37	66.93
28.12.2019	66.84	66.84	66.78	66.8
27.12.2019	66.8	67.13	66.37	66.83
26.12.2019	66.27	66.87	66.12	66.8
25.12.2019	66.2	66.25	66.18	66.2
24.12.2019	65.59	66.28	65.39	66.2
23.12.2019	65.24	65.7	64.88	65.6
22.12.2019	65.09	65.24	65.08	65.19
21.12.2019	65.09	65.11	65.08	65.1
20.12.2019	65.41	65.78	64.89	65.09
19.12.2019	65.24	65.86	65.14	65.41
18.12.2019	64.83	65.48	64.64	65.25
17.12.2019	64.32	65.29	64.24	64.82
16.12.2019	64	64.71	63.93	64.33
15.12.2019	64.92	64.94	63.98	64
14.12.2019	64.92	64.94	64.91	64.93
13.12.2019	64.49	65.76	64.46	64.94
12.12.2019	63.91	64.86	63.87	64.47
11.12.2019	64.16	64.27	63.02	63.92
10.12.2019	64.05	64.69	63.79	64.15
09.12.2019	64.23	64.56	63.62	64.06
08.12.2019	63.04	64.42	62.74	64.19
07.12.2019	64.29	64.3	63.21	63.23
06.12.2019	63.22	64.87	62.85	64.29
05.12.2019	63.04	63.92	62.74	63.23
04.12.2019	61.16	63.51	61	63.04
03.12.2019	60.88	61.58	60.31	61.18
02.12.2019	61.08	62.11	60.77	60.87
01.12.2019	63.31	63.36	60.37	61.09
29.11.2019	63.31	63.36	60.37	60.73
28.11.2019	63.09	63.37	62.52	63.34
27.11.2019	63.05	63.59	62.46	63.09
26.11.2019	62.39	63.31	62.38	63.04
25.11.2019	62.58	62.78	61.92	62.39
24.11.2019	62.46	63.23	61.95	62.57
23.11.2019	62.47	62.48	62.44	62.44
22.11.2019	62.46	63.23	61.95	62.47
21.11.2019	61.46	63.05	61.04	62.44
20.11.2019	60.1	61.9	59.44	61.46
19.11.2019	62.28	62.58	60.71	60.79
18.11.2019	63.31	63.61	61.94	62.28
17.11.2019	62.44	63.67	61.71	63.32
16.11.2019	63.46	63.48	62.38	62.42
15.11.2019	62.44	63.67	61.71	63.45
14.11.2019	62.62	63.26	62.16	62.42
13.11.2019	62	62.78	61.23	62.6
12.11.2019	62.26	62.87	61.84	61.98
11.11.2019	62.4	62.82	61.59	62.26
10.11.2019	62.39	62.74	60.69	62.41
09.11.2019	62.59	62.59	62.31	62.38
08.11.2019	62.39	62.74	60.69	62.58
07.11.2019	61.75	62.92	61.65	62.38
06.11.2019	62.94	63.26	61.6	61.75
05.11.2019	62.14	63.22	61.95	62.95
04.11.2019	61.73	62.78	61.28	62.14
03.11.2019	59.47	61.85	59.41	61.73
02.11.2019	61.53	61.54	59.46	59.47
01.11.2019	59.47	61.83	59.41	61.53
31.10.2019	60.18	60.84	59.21	59.47
30.10.2019	61.27	61.61	60.02	60.2
29.10.2019	61.15	61.66	60.34	61.26
28.10.2019	61.8	62.1	60.92	61.14
27.10.2019	61.28	61.87	60.68	61.8
26.10.2019	61.66	61.67	61.1	61.12
25.10.2019	61.28	61.83	60.68	61.66
24.10.2019	60.65	61.67	60.4	61.12
23.10.2019	59.25	60.99	58.66	60.65
22.10.2019	58.66	59.93	58.46	59.25
21.10.2019	58.83	59.23	57.97	58.39
20.10.2019	59.31	59.84	58.6	58.84
19.10.2019	58.61	59.88	58.6	59.88
18.10.2019	59.31	59.84	58.6	58.61
17.10.2019	58.91	60.02	58.7	59.88
16.10.2019	58.93	59.75	58.36	59.06
15.10.2019	59.26	59.71	58.04	58.81
14.10.2019	60.6	60.63	58.52	59.19
13.10.2019	59.5	60.76	59.21	60.6
12.10.2019	60.61	60.62	59.49	59.56
11.10.2019	59.5	60.76	59.21	60.61
10.10.2019	58.03	59.62	57.8	59.56
09.10.2019	57.95	59.35	57.91	58.27
08.10.2019	58.54	58.92	57.38	58.11
07.10.2019	58.23	59.69	58.03	58.44
06.10.2019	57.74	58.98	57.69	58.22
05.10.2019	58.44	58.45	57.59	57.6
04.10.2019	57.74	58.98	57.69	58.45
03.10.2019	57.41	57.98	56.19	57.6
02.10.2019	59.33	59.5	57.23	57.53
01.10.2019	59.38	60.12	58.42	59.22
30.09.2019	61.19	61.35	59.22	59.39
29.09.2019	61.37	61.85	59.86	61.2
28.09.2019	60.98	61.61	60.97	61.58
27.09.2019	61.37	61.85	59.86	60.99
26.09.2019	61.65	61.93	60.51	61.58
25.09.2019	61.51	61.81	60.34	61.58
24.09.2019	63.26	63.57	61.35	61.39
23.09.2019	63.85	64.16	62.52	63.28
22.09.2019	63.52	64.27	63.5	63.84
21.09.2019	63.52	63.53	63.5	63.53
20.09.2019	63.78	64.25	63.04	63.51
19.09.2019	62.55	64.49	62.55	63.07
18.09.2019	63.32	64	62.15	62.57
17.09.2019	66.91	67.87	62.56	63.01
16.09.2019	66.89	68.32	63.57	66.38
15.09.2019	60.43	69.82	59.62	66.89
14.09.2019	60.5	60.51	60.44	60.46
13.09.2019	60.43	60.79	59.62	60.19
12.09.2019	61.17	61.41	58.95	60.46
11.09.2019	62.92	63.3	60.54	61.02
10.09.2019	63.06	63.75	62.17	62.68
09.09.2019	61.82	63.07	61.58	62.63
08.09.2019	60.86	61.99	59.43	61.8
07.09.2019	61.77	61.79	60.71	60.72
06.09.2019	60.86	61.88	59.43	61.79
05.09.2019	60.5	62.37	60.26	60.72
04.09.2019	58.13	60.97	58.12	60.43
03.09.2019	58.41	58.91	57.24	58.23
02.09.2019	58.87	59.31	58.11	58.62
01.09.2019	59.14	59.15	58.61	58.87
31.08.2019	59.14	59.15	59.13	59.15
30.08.2019	60.37	60.66	58.5	59.14
29.08.2019	59.87	60.61	59.43	60.32
28.08.2019	59.53	60.46	59.33	59.84
27.08.2019	58.23	59.7	58.07	59.58
26.08.2019	57.91	59.6	57.84	58.27
25.08.2019	59.74	59.87	57.75	57.93
24.08.2019	58.22	59.63	58.2	59.62
23.08.2019	59.74	59.87	57.93	58.21
22.08.2019	60.02	60.47	59.09	59.62
21.08.2019	59.72	60.93	59.62	59.96
20.08.2019	58.57	59.9	58.27	59.58
18.08.2019	57.44	58.57	57.32	58.55
17.08.2019	58.16	58.17	57.25	57.27
16.08.2019	57.44	58.5	57.32	58.15
15.08.2019	58.36	58.58	56.87	57.27
14.08.2019	60.24	60.24	57.45	57.73
13.08.2019	58.57	61.51	58.02	60.92
12.08.2019	58.24	58.89	57.88	58.35
11.08.2019	57.67	59.09	57.11	58.23
10.08.2019	58.39	58.4	57.66	57.67
09.08.2019	57.67	59.09	57.11	58.39
08.08.2019	57.48	58.02	56.78	57.67
07.08.2019	58.6	59.19	55.89	57.44
06.08.2019	59.42	60.55	58.54	58.61
05.08.2019	61.21	61.57	59.67	60.06
04.08.2019	61.13	62.94	60.99	61.22
03.08.2019	61.16	61.17	60.98	61
02.08.2019	61.13	62.94	60.99	61.17
01.08.2019	64.04	64.57	60.05	61
31.07.2019	64.84	65.44	64.18	64.24
30.07.2019	63.83	65.06	63.8	64.95
29.07.2019	63.02	63.87	62.86	63.71
28.07.2019	63.2	63.8	62.93	63.02
27.07.2019	63.17	63.19	62.9	62.97
26.07.2019	63.2	63.8	62.93	63.17
25.07.2019	63.09	64.1	62.9	62.97
24.07.2019	63.99	64.63	62.52	62.96
23.07.2019	62.99	64.32	62.55	64.07
22.07.2019	62.98	63.83	62.6	63.08
21.07.2019	61.92	63.06	61.9	62.98
20.07.2019	62.2	63.15	61.64	61.9
19.07.2019	62.2	63.15	61.64	61.92
18.07.2019	63.51	64.54	61.3	62.19
17.07.2019	64.46	65.3	63.24	63.57
16.07.2019	66.36	67.13	63.84	64.38
15.07.2019	66.65	67.52	66.12	66.16
14.07.2019	66.84	67.32	66.55	66.64
13.07.2019	66.92	66.94	66.77	66.79
12.07.2019	66.84	67.32	66.55	66.92
11.07.2019	66.84	67.7	66.44	66.79
10.07.2019	64.77	67.16	64.63	66.7
09.07.2019	63.82	64.79	63.75	64.53
08.07.2019	64.36	65.16	63.79	63.9
07.07.2019	63.31	64.55	62.92	64.37
06.07.2019	64.4	64.43	63.17	63.18
05.07.2019	63.31	64.55	62.92	64.43
04.07.2019	63.89	64.08	62.96	63.18
03.07.2019	62.9	64.02	62.09	63.84
02.07.2019	64.78	65.51	62.26	62.82
01.07.2019	65.73	66.78	64.24	65.2
30.06.2019	65.57	66.05	64.02	65.74
29.06.2019	64.51	65.47	64.5	65.42
28.06.2019	65.57	65.94	64.02	64.51
27.06.2019	65.08	65.94	64.87	65.42
26.06.2019	65.03	66	64.78	65.53
25.06.2019	64.19	65.18	63.51	65.02
24.06.2019	64.77	65.01	63.37	64.08
23.06.2019	64.51	64.8	64.49	64.78
22.06.2019	64.5	64.52	60.88	64.52
21.06.2019	64.28	65.04	63.25	64.52
20.06.2019	61.7	64.13	61.64	64
19.06.2019	61.61	61.77	60.7	61.41
18.06.2019	59.99	61.94	59.38	61.46
17.06.2019	61.22	61.37	59.62	59.96
16.06.2019	61.04	61.32	60.85	61.21
15.06.2019	61.23	62.62	60.75	61.04
14.06.2019	61.23	62.62	60.75	61.05
13.06.2019	59.98	62.65	59.79	61.35
12.06.2019	61.62	61.75	59.58	59.79
11.06.2019	62.29	62.93	62.02	62.07
10.06.2019	63.73	63.88	62.08	62.32
09.06.2019	62.37	64.1	61.78	63.69
08.06.2019	63.26	63.27	62.23	62.24
07.06.2019	62.37	63.61	61.78	63.26
06.06.2019	60.41	62.48	60.26	62.24
05.06.2019	61.55	62.32	59.48	60.55
04.06.2019	60.99	62.13	60.26	61.41
03.06.2019	61.15	62.87	60.64	60.91
02.06.2019	61.63	61.66	60.56	61.17
01.06.2019	61.63	61.63	61.61	61.63
31.05.2019	64.84	64.93	61.39	61.62
30.05.2019	68.05	68.38	64.96	65.19
29.05.2019	68.56	68.68	66.68	68.1
28.05.2019	68.67	69.3	68.18	68.7
27.05.2019	67.99	68.86	67.29	68.68
26.05.2019	67.96	68.12	67.77	67.96
25.05.2019	67.96	67.97	67.94	67.95
24.05.2019	66.77	68.15	66.24	67.96
23.05.2019	69.88	70	65.92	66.75
22.05.2019	70.99	71.11	69.48	69.85
21.05.2019	72.25	72.56	71.04	71.09
20.05.2019	72.9	73.41	71.6	72.07
19.05.2019	72.85	73.25	71.81	72.87
18.05.2019	72.19	72.8	72.16	72.78
17.05.2019	72.85	73.25	71.81	72.17
16.05.2019	72.05	73.39	71.84	72.78
15.05.2019	70.88	72.3	70.43	71.95
14.05.2019	70.01	71.68	69.92	70.96
13.05.2019	70.49	72.58	69.72	69.97
12.05.2019	70.47	71.25	70.18	70.49
11.05.2019	70.75	70.76	70.25	70.33
10.05.2019	70.47	71.25	70.18	70.73
09.05.2019	70.21	70.67	69.41	70.33
08.05.2019	69.95	70.71	69.34	70.29
07.05.2019	71.14	71.38	69.4	69.85
06.05.2019	69.71	71.82	68.89	70.94
05.05.2019	70.76	70.79	69.21	69.7
04.05.2019	70.77	70.79	70.76	70.78
03.05.2019	70.53	71.55	69.96	70.77
02.05.2019	71.99	72.27	69.7	70.31
01.05.2019	71.76	72.42	71.3	72.07
30.04.2019	71.47	72.81	71.19	71.65
29.04.2019	71.11	72.07	70.64	71.46
28.04.2019	71.07	71.42	71.05	71.1
27.04.2019	71.07	71.09	71.06	71.08
26.04.2019	73.54	73.69	70.62	71.06
25.04.2019	73.68	74.83	73.32	73.62
24.04.2019	73.62	74.06	73.4	73.77
23.04.2019	73.7	74.12	73.36	73.59
22.04.2019	71.88	73.85	71.82	73.43
21.04.2019	71.32	71.9	71.32	71.84
18.04.2019	71.61	72.09	71.2	71.32
17.04.2019	71.88	72.33	71.45	71.63
16.04.2019	71.21	72.01	70.76	71.83
15.04.2019	71.38	71.63	70.8	71.24
14.04.2019	71.47	71.62	71.29	71.39
13.04.2019	71.46	71.48	71.45	71.47
12.04.2019	70.99	71.92	70.9	71.47
11.04.2019	71.57	71.75	70.58	70.97
10.04.2019	70.77	71.82	70.57	71.55
09.04.2019	71.14	71.37	70.3	70.77
08.04.2019	70.75	71.24	70.44	71.04
07.04.2019	70.46	70.8	70.45	70.74
06.04.2019	70.47	70.48	70.45	70.46
05.04.2019	69.1	70.55	68.92	70.46
04.04.2019	69.44	70.1	68.88	69.25
03.04.2019	69.45	69.98	68.81	69.53
02.04.2019	69.19	69.65	68.7	69.57
01.04.2019	67.88	69.25	67.86	69.18
31.03.2019	67.56	67.99	67.55	67.88
30.03.2019	67.57	67.58	67.55	67.57
29.03.2019	67.33	68.32	67.15	67.56
28.03.2019	67.27	67.39	65.94	67.31
27.03.2019	67.38	67.75	66.62	67.27
26.03.2019	66.79	67.81	66.77	67.38
25.03.2019	66.54	67.32	66.04	66.79
24.03.2019	66.62	66.64	66.51	66.52
23.03.2019	66.62	66.64	66.61	66.62
22.03.2019	67.43	67.82	65.96	66.63
21.03.2019	68.09	68.51	67.41	67.43
20.03.2019	67.53	68.33	66.99	68.09
19.03.2019	66.9	68	66.88	67.53
18.03.2019	67.08	67.58	66.58	66.9
17.03.2019	66.84	67.11	66.82	67.06
16.03.2019	66.84	66.85	66.82	66.84
15.03.2019	67.07	67.6	66.07	66.83
14.03.2019	67.48	68.11	66.95	67.08
13.03.2019	66.82	67.78	66.7	67.47
12.03.2019	66.63	67.42	66.39	66.8
11.03.2019	65.78	66.8	65.66	66.64
10.03.2019	65.72	65.93	65.7	65.79
09.03.2019	65.72	65.73	65.7	65.71
08.03.2019	66.05	66.15	64.04	65.73
07.03.2019	65.94	67.04	65.77	66.05
06.03.2019	65.57	66.19	65.23	65.95
05.03.2019	65.58	66.25	65.05	65.59
04.03.2019	65.26	66.36	65.08	65.57
03.03.2019	64.94	65.49	64.91	65.27
02.03.2019	64.91	64.94	64.91	64.92
01.03.2019	66.29	67.15	64.6	64.92
28.02.2019	66.46	66.81	65.91	66.3
27.02.2019	65.77	66.97	65.42	66.47
26.02.2019	64.92	65.89	64.49	65.77
25.02.2019	67.38	67.62	64.71	64.93
24.02.2019	67.02	67.43	67.01	67.36
23.02.2019	67.01	67.04	67.01	67.02
22.02.2019	67.08	67.9	66.97	67.02
21.02.2019	66.96	67.45	66.79	67.06
20.02.2019	66.47	67.47	65.71	66.94
19.02.2019	66.51	66.66	65.66	66.47
18.02.2019	66.54	66.83	65.9	66.5
17.02.2019	66.19	66.6	66.16	66.54
16.02.2019	66.18	66.19	66.16	66.18
15.02.2019	64.6	66.46	64.43	66.18
14.02.2019	63.61	64.82	63.32	64.58
13.02.2019	62.56	64.03	62.54	63.62
12.02.2019	61.56	63.37	61.54	62.55
11.02.2019	61.99	62.33	60.92	61.55
10.02.2019	62.01	62.11	61.93	62
08.02.2019	61.62	62.4	61.06	62.01
07.02.2019	62.57	62.91	60.61	61.62
06.02.2019	62.1	62.81	61.06	62.57
05.02.2019	62.81	63.08	61.73	62.1
04.02.2019	62.67	63.64	61.31	62.82
03.02.2019	62.88	62.96	62.62	62.68
02.02.2019	62.89	62.89	62.86	62.87
01.02.2019	61.18	62.97	60.46	62.88
31.01.2019	61.68	62.5	60.64	61.18
30.01.2019	61.08	62.53	60.97	61.68
29.01.2019	59.8	61.68	59.63	61.08
28.01.2019	61.22	61.64	59.41	59.82
27.01.2019	61.08	61.46	61.07	61.22
26.01.2019	61.09	61.09	61.07	61.08
25.01.2019	61.01	61.94	60.72	61.09
24.01.2019	60.72	61.49	60.34	61
23.01.2019	61.48	62.19	60.16	60.72
22.01.2019	62.78	62.8	60.59	61.48
21.01.2019	62.35	63.13	62.26	62.78
20.01.2019	62.59	62.73	62.27	62.34
19.01.2019	62.6	62.61	62.58	62.6
18.01.2019	61.15	63.02	61.13	62.59
17.01.2019	61.27	61.55	60.05	61.13
16.01.2019	60.54	61.48	60.05	61.28
15.01.2019	59.28	60.85	59.13	60.55
14.01.2019	60.82	60.91	58.93	59.28
13.01.2019	60.55	61.04	60.53	60.82
12.01.2019	60.55	60.55	60.53	60.54
11.01.2019	61.18	62.48	60.11	60.54
10.01.2019	61.34	61.92	60.45	61.17
09.01.2019	58.56	61.69	58.55	61.36
08.01.2019	57.55	58.84	57.14	58.55
07.01.2019	57.72	58.96	57.28	57.54
06.01.2019	57.34	57.78	57.24	57.73
05.01.2019	57.34	57.34	57.32	57.33
04.01.2019	55.55	58.31	55.37	57.33
03.01.2019	54.66	56.28	53.97	55.57
02.01.2019	54.17	56.55	52.52	54.66
01.01.2019	54.15	54.16	54.14	54.16
31.12.2018	53.28	54.82	52.67	54.15
30.12.2018	52.79	53.5	52.78	53.29
29.12.2018	52.8	52.8	52.78	52.8
28.12.2018	53.52	54.42	52.03	52.79
27.12.2018	55.18	55.18	52.53	53.52
26.12.2018	51.19	55.58	50.3	55.17
25.12.2018	50.69	50.69	50.67	50.68
24.12.2018	53.91	54.85	50.64	50.67
23.12.2018	53.51	54.09	53.5	53.93
22.12.2018	53.52	53.52	53.5	53.5
21.12.2018	54.55	55.58	53.09	53.51
20.12.2018	56.41	56.96	54.53	54.53
19.12.2018	55.87	58.08	55.86	56.41
18.12.2018	58.67	59.27	55.86	55.87
17.12.2018	60.44	61.26	58.65	58.66
16.12.2018	60.26	60.49	60.25	60.45
14.12.2018	61.66	61.68	59.94	60.27
13.12.2018	60.22	62.02	59.35	61.68
12.12.2018	60.48	61.45	60.01	60.22
11.12.2018	59.78	61.11	59.59	60.47
10.12.2018	61.81	62.33	59.62	59.8
09.12.2018	61.34	61.94	61.27	61.82
08.12.2018	61.36	61.36	61.34	61.35
07.12.2018	60.25	63.68	59.11	61.36
06.12.2018	61.54	61.97	58.43	60.25
05.12.2018	61.31	63.31	60.82	61.53
04.12.2018	61.89	63.62	61.24	61.29
03.12.2018	60.77	62.6	60.6	61.89
02.12.2018	58.99	60.81	58.97	60.78
30.11.2018	59.72	60.42	58.07	58.97
29.11.2018	58.93	60.72	57.79	59.71
28.11.2018	61.03	61.41	58.89	58.92
27.11.2018	60.58	61.23	59.19	61.03
26.11.2018	59.34	61.23	59.19	60.46
25.11.2018	59.32	59.58	58.81	59.33
23.11.2018	63.39	64.1	59.3	59.31
22.11.2018	63.39	64.1	62.61	62.81
21.11.2018	67.26	67.26	62.08	63.4
20.11.2018	67.26	67.26	62.08	62.54
19.11.2018	67.52	67.92	65.58	67.23
18.11.2018	66.91	67.65	66.9	67.53
16.11.2018	66.67	68.41	66.16	66.92
15.11.2018	65.8	67.44	65.78	66.66
14.11.2018	65.37	67.62	65.03	65.81
13.11.2018	70.97	71.91	64.69	65.36
12.11.2018	70.97	71.91	68.89	68.97
11.11.2018	69.82	71	69.81	70.96
09.11.2018	70.97	71	69.15	69.83
08.11.2018	72	73.12	70.57	70.96
07.11.2018	71.67	73.58	71.38	72
06.11.2018	72.74	73.3	71.21	71.67
05.11.2018	72.74	74.14	72.26	72.71
04.11.2018	72.58	72.78	72.55	72.73
03.11.2018	72.58	72.58	72.55	72.56
02.11.2018	72.73	73.51	72.18	72.56
01.11.2018	74.6	75.01	72.58	72.73
31.10.2018	76.18	77.13	74.57	74.58
30.10.2018	76.86	77.43	75.29	76.15
29.10.2018	77.81	78.08	76.6	76.85
28.10.2018	77.66	77.86	77.62	77.77
27.10.2018	77.66	77.67	77.64	77.67
26.10.2018	76.56	77.98	75.8	77.67
25.10.2018	75.59	77.12	75.41	76.5
24.10.2018	76.1	77.46	75.18	75.52
23.10.2018	79.68	79.72	75.7	75.86
22.10.2018	79.4	79.95	78.57	79.57
21.10.2018	79.49	79.58	79.13	79.39
20.10.2018	79.49	79.57	79.46	79.48
19.10.2018	78.9	80.28	78.66	79.48
18.10.2018	79.77	79.97	78.26	78.74
17.10.2018	81.72	81.92	79.12	79.13
16.10.2018	80.89	81.77	79.81	81.57
15.10.2018	81.76	81.95	79.87	80.78
14.10.2018	80.5	81.94	80.47	81.75
12.10.2018	80.32	81.47	79.24	80.5
11.10.2018	82.54	82.64	79.82	80.31
10.10.2018	84.96	85.2	82.33	82.62
09.10.2018	83.51	85.47	82.67	84.89
07.10.2018	84.8	85.68	83.2	83.48
04.10.2018	84.78	85.68	84.02	84.6
02.10.2018	84.96	85.39	84.33	84.62
01.10.2018	83.04	85.46	82.56	84.94
30.09.2018	82.84	83.13	82.75	83.1
28.09.2018	81.39	83.43	81.29	82.83
27.09.2018	80.9	81.91	80.54	81.3
25.09.2018	80.64	81.82	80.47	80.85
24.09.2018	79.23	80.85	79.06	80.72
23.09.2018	78.46	79.34	77.99	79.25
18.09.2018	77.25	79.22	77.04	78.21
17.09.2018	77.5	78.44	77.28	77.42
16.09.2018	77.49	77.69	77.47	77.5
14.09.2018	77.59	80.14	77.47	77.5
13.09.2018	80.05	80.14	77.37	77.87
12.09.2018	79.47	80.12	77.25	80.07
11.09.2018	77.43	79.59	77.37	79.49
10.09.2018	77.2	77.97	76.9	77.32
09.09.2018	77.85	78.13	76.99	77.22
04.09.2018	78.21	79.77	77.5	77.88
03.09.2018	77.73	78.53	77.31	78.02
02.09.2018	77.64	77.9	77.64	77.75
31.08.2018	77.78	78.25	77.27	77.66
30.08.2018	76.36	78.33	76.01	77.74
28.08.2018	76.65	77.26	76.06	76.22
27.08.2018	75.98	76.72	75.71	76.36
26.08.2018	75.77	76.06	75.75	75.98
24.08.2018	75.09	76.75	75.05	75.76
23.08.2018	75.05	75.26	74.59	75.08
22.08.2018	72.74	75.32	72.71	75.03
21.08.2018	72.22	73.29	72.21	72.73
20.08.2018	71.94	73	71.66	72.22
19.08.2018	71.7	72.01	70.71	71.94
17.08.2018	71.67	72.81	71.55	71.72
16.08.2018	70.78	71.83	70.75	71.64
15.08.2018	72.2	72.51	70.31	70.77
14.08.2018	72.81	73.96	72.16	72.18
13.08.2018	72.9	73.11	71.05	72.83
12.08.2018	72.93	73.01	72.68	72.92
10.08.2018	72.04	73.19	71.42	72.92
09.08.2018	72.24	72.9	71.87	72.02
08.08.2018	74.46	74.91	71.68	72.22
07.08.2018	73.62	74.96	73.57	74.47
06.08.2018	73.2	74.48	73.16	73.62
05.08.2018	73.36	73.36	73.09	73.19
03.08.2018	73.4	73.75	72.5	73.33
02.08.2018	72.58	73.78	71.84	73.42
01.08.2018	74.2	74.28	72.17	72.59
31.07.2018	75.33	75.7	73.86	74.22
30.07.2018	74.78	75.82	74.63	75.34
29.07.2018	74.85	74.94	74.73	74.78
28.07.2018	74.84	74.85	74.82	74.83
27.07.2018	75.07	75.43	74.36	74.84
26.07.2018	74.85	75.33	74.32	75.07
25.07.2018	74.23	75.08	73.49	74.85
